วันที่,หน่วยงาน,รหัสหมวด,ชื่อหมวด,จำนวนเงิน,เลขที่เอกสาร,หมายเหตุ
2025-04-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนเมษายน
2025-05-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนพฤษภาคม
2025-06-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมิถุนายน
2025-07-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนกรกฎาคม
2025-08-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนสิงหาคม
2025-09-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนกันยายน
2025-10-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A01,ค่าใช้จ่ายเดินทาง,14122.50,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนตุลาคม
2025-11-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A01,ค่าใช้จ่ายเดินทาง,560.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนพฤศจิกายน
2025-11-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A04,ค่าซ่อมแซมครุภัณฑ์,5980.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนพฤศจิกายน
2026-08-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A05,ค่าซ่อมแซมเครื่องปรับอากาศ,10000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนสิงหาคม
2025-10-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A09,ค่าวัสดุสำนักงาน,2824.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนตุลาคม
2025-10-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A11,ค่าวัสดุงานบ้านและงานครัว,9416.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนตุลาคม
2025-10-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A14,ค่าภาษีรถยนต์เเละรถจักรยานยนต์,1997.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนตุลาคม
2025-10-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A16,ค่าเช่าที่ดิน/ที่ราชพัสดุ,545878.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนตุลาคม
2025-11-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A17,ค่ารับรอง,5000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนพฤศจิกายน
2026-06-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A17,ค่ารับรอง,5000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมิถุนายน
2026-09-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A17,ค่ารับรอง,3240.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนกันยายน
2025-10-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-1,ค่าจ้างเหมาบริการรักษาความปลอดภัย,46200.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนตุลาคม
2025-11-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-1,ค่าจ้างเหมาบริการรักษาความปลอดภัย,46200.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนพฤศจิกายน
2025-12-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-1,ค่าจ้างเหมาบริการรักษาความปลอดภัย,46200.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนธันวาคม
2026-01-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-1,ค่าจ้างเหมาบริการรักษาความปลอดภัย,46200.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมกราคม
2026-02-28,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-1,ค่าจ้างเหมาบริการรักษาความปลอดภัย,46200.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนกุมภาพันธ์
2026-03-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-1,ค่าจ้างเหมาบริการรักษาความปลอดภัย,46200.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมีนาคม
2026-04-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-1,ค่าจ้างเหมาบริการรักษาความปลอดภัย,46200.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนเมษายน
2026-05-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-1,ค่าจ้างเหมาบริการรักษาความปลอดภัย,46200.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนพฤษภาคม
2026-06-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-1,ค่าจ้างเหมาบริการรักษาความปลอดภัย,46200.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมิถุนายน
2026-07-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-1,ค่าจ้างเหมาบริการรักษาความปลอดภัย,46200.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนกรกฎาคม
2026-08-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-1,ค่าจ้างเหมาบริการรักษาความปลอดภัย,46200.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนสิงหาคม
2025-10-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-2,ค่าจ้างเหมาบริการตัดหญ้า,2500.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนตุลาคม
2025-11-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-2,ค่าจ้างเหมาบริการตัดหญ้า,2500.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนพฤศจิกายน
2025-12-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-2,ค่าจ้างเหมาบริการตัดหญ้า,2500.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนธันวาคม
2026-01-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-2,ค่าจ้างเหมาบริการตัดหญ้า,2500.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมกราคม
2026-02-28,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-2,ค่าจ้างเหมาบริการตัดหญ้า,2500.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนกุมภาพันธ์
2026-03-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-2,ค่าจ้างเหมาบริการตัดหญ้า,2500.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมีนาคม
2026-04-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-2,ค่าจ้างเหมาบริการตัดหญ้า,2500.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนเมษายน
2026-05-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-2,ค่าจ้างเหมาบริการตัดหญ้า,2500.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนพฤษภาคม
2026-06-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-2,ค่าจ้างเหมาบริการตัดหญ้า,2500.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมิถุนายน
2026-07-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-2,ค่าจ้างเหมาบริการตัดหญ้า,2500.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนกรกฎาคม
2026-08-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-2,ค่าจ้างเหมาบริการตัดหญ้า,2500.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนสิงหาคม
2026-03-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-3,ค่าจ้างเหมาบริการกำจัดปลวก,6000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมีนาคม
2026-08-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-8,ค่าจ้างเหมาบริการบำรุงรักษาแอร์,20000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนสิงหาคม
2025-10-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนตุลาคม
2025-11-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนพฤศจิกายน
2025-12-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนธันวาคม
2026-01-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมกราคม
2026-02-28,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนกุมภาพันธ์
2026-03-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมีนาคม
2026-04-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนเมษายน
2026-05-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนพฤษภาคม
2026-06-30,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนมิถุนายน
2026-07-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนกรกฎาคม
2026-08-31,ฝศย. ฝ่ายเศรษฐกิจยาง,A03-9,ค่าจ้างเหมาทำความสะอาดรอบอาคาร,1000.00,,นำเข้าจากไฟล์ 49(1) · ยอดรวมเดือนสิงหาคม
